trans_date;trans_time.2;cc_num;merchant;category;amt;first name;surname;gender;street;city;state;zip;city_pop;job;dob;trans_num;unix_time;merch_lat;merch_long;is_fraud
2019/10/23;00:01:50;4904681492230012;fraud_Moen, Reinger and Murphy;grocery_pos;117.15;Lisa;Lowe;F;574 David Locks Suite 207;Cottekill;NY;12419;722;Comptroller;1990-10-19;449aa8b7160ba9824dd650117f320a17;1350950510;42.696765;-74.096965;0
2019/10/24;00:00:19;375534208663984;fraud_Hills-Olson;grocery_net;50.04;Tyler;Garcia;M;408 Bradley Rest;Doe Hill;VA;24433;99;Dance movement psychotherapist;1986-03-28;52eaff34d6b28fcc142fdb483e2c3727;1351036819;38.804823;-80.108786;0
2019/10/25;00:00:34;4826655832045236;fraud_Kuhn LLC;misc_net;39.56;Tami;Forbes;F;5204 Robinson Plaza Suite 897;Barnstable;MA;2630;1850;Counselling psychologist;1963-12-29;ae8e68e60b6532ff75d050f5e168c384;1351123234;42.644110999999995;-69.49861999999999;0
2019/10/26;00:01:04;213113338379864;fraud_Beier LLC;entertainment;49.77;Larry;Vaughan;M;83555 Melinda Spurs;Kingsville;MD;21087;5451;Science writer;1961-12-05;e5046d4a38b58f4a78e4fadf75fd136f;1351209664;40.339897;-75.605941;0
2019/10/27;00:00:10;30082025922891;fraud_Dach-Borer;grocery_net;96.71;Kathleen;Thompson;F;199 Patterson Fords Apt. 132;Naples;FL;34112;276002;Pilot, airline;1934-06-23;ff394f5edf590a597e509341e2b004b3;1351296010;26.262542;-82.442565;0
2019/10/28;00:00:08;180011453250192;fraud_Volkman Ltd;misc_net;109.26;Craig;Dunn;M;721 Jacqueline Brooks;New Boston;IL;61272;1504;Manufacturing engineer;1993-10-05;e97d666e683763532e12bcb5d780fb75;1351382408;41.509159000000004;-91.690405;0
2019/10/29;00:00:05;30175986190993;fraud_Barrows PLC;shopping_pos;5.36;Rebecca;Butler;F;0665 Lisa Alley;Winger;MN;56592;516;Applications developer;1966-06-07;d44c14a92e02bd9e61e512930a4a21ef;1351468805;47.917069;-95.247864;0
2019/10/30;00:00:09;6011492816282597;fraud_Robel, Cummerata and Prosacco;gas_transport;78.44;Gary;Barnes;M;2970 Flores Brooks;Smackover;AR;71762;2501;Financial adviser;1986-06-11;a7b438cbe16f118cc29ea0fe2bb67c69;1351555209;34.187395;-92.581575;0
2019/10/31;00:00:22;4476840372112;fraud_McGlynn-Heathcote;misc_net;22.88;Steven;Walters;M;3206 Hall Divide Suite 282;Woodville;AL;35776;3395;Editor, commissioning;1979-01-21;59b76f1da6d4ff6e0e274b5c92f234a7;1351641622;35.485707;-86.033488;0
2019/11/01;00:00:59;6511349151405438;fraud_Stiedemann Inc;misc_pos;146.13;Robert;Nguyen;M;74835 Garner Point;Ruth;NV;89319;450;Interpreter;1946-08-24;070c73ca81d0ea17906f0970c33333e4;1351728059;40.151538;-115.10721000000001;0
2019/11/02;00:01:44;370818583810103;fraud_Parisian and Sons;gas_transport;85.84;John;Davis;M;9670 Monroe Junctions;Rockwood;PA;15557;3684;General practice doctor;1976-01-10;1df931458238d0e89c39b43613e423b2;1351814504;40.658099;-79.719894;0
2019/11/03;00:00:38;4969856774088583;fraud_Murray-Smitham;grocery_pos;80.4;Jacqueline;Prince;F;27823 Andrew Underpass Suite 948;Metairie;LA;70003;137067;Advertising account planner;1951-12-04;a538715bf5af89db95f51098512c0808;1351900838;29.903391;-89.76968000000001;0
2019/11/04;00:00:53;4102003771126577611;fraud_Ortiz Group;grocery_net;83.37;William;Fitzgerald;M;715 Courtney Pike Suite 932;Keller;TX;76248;95035;Probation officer;1987-06-13;0fa6385beed6933912291eecad15b1e9;1351987253;33.739967;-97.91790999999999;0
2019/11/05;00:00:42;3586008444788268;fraud_Huels-Nolan;gas_transport;49.45;Crystal;Fuller;F;000 Jennifer Mills;Issaquah;WA;98027;50489;Osteopath;1984-02-29;4db68c7fe9014a17814d829b87fb2fb4;1352073642;47.131335;-122.993574;0
2019/11/06;00:07:06;3513618443244549;fraud_Jast Ltd;shopping_net;7.74;Amber;Perez;F;954 Reyes Ways;Fulton;SD;57340;355;Financial adviser;1955-06-26;eea81baec60a8760414ba82f8a417a93;1352160426;44.115947999999996;-98.531144;0
2019/11/07;00:00:13;3525668150756629;fraud_Friesen-D'Amore;gas_transport;66.28;Christopher;Choi;M;04611 Sandra Spring Suite 059;Rumely;MI;49826;137;Film/video editor;1990-08-13;04ba8f1c42c36ca190b66d7cbfa8c6ed;1352246413;46.561448999999996;-87.966089;0
2019/11/08;00:01:25;3598215285024754;fraud_Kohler, Lindgren and Koelpin;grocery_net;35.82;Ashley;Lopez;F;9333 Valentine Point;Bellmore;NY;11710;34496;Librarian, public;1970-10-21;79ce95a51e34281e8b060c8e80d72d55;1352332885;39.833519;-74.05155500000001;0
2019/11/09;00:00:22;345060451158891;fraud_Lockman, West and Runte;grocery_pos;166.28;Brian;Perez;M;78652 Scott Ports;Ashfield;MA;1330;1506;Production assistant, radio;1960-04-03;bfe556c9fe583f7e7aded9c3409646bd;1352419222;43.032377000000004;-72.58495500000001;0
2019/11/10;00:00:13;30242921189660;fraud_Friesen Inc;shopping_pos;7.82;Dalton;Jones;M;3304 Hernandez Run;Afton;MI;49705;937;Technical brewer;1958-04-06;112389188e06bb98c565880d511e6319;1352505613;45.358765000000005;-84.998191;0
2019/11/11;00:00:56;3565196229855512;fraud_Greenholt, Jacobi and Gleason;gas_transport;46.71;Adriana;Harvey;F;715 Joy Prairie;Unionville;MO;63565;3805;Investment banker, corporate;1950-09-15;eeef42dab8cf78da466bfe1758e32fc9;1352592056;40.47453;-92.488711;0
2019/11/12;00:00:20;6538441737335434;fraud_Swaniawski, Bahringer and Ledner;grocery_net;11.84;Gina;Grimes;F;444 Robert Mews;Clarks Mills;PA;16114;606;Energy manager;1997-09-22;87d7c9daed7a613579861a00fe1e5023;1352678420;42.032886;-80.35941700000001;0
2019/11/13;00:02:37;180046765320457;fraud_O'Keefe-Wisoky;food_dining;98.39;Jared;Camacho;M;4257 Perez Mall;Canton;OH;44702;192805;Building control surveyor;1963-06-30;4c1b85956b669f2f6a4f3c3c39dfeb9a;1352764957;41.204953;-81.242409;0
2019/11/14;00:01:06;180018375329178;fraud_Miller-Hauck;grocery_pos;214.85;Michelle;Woods;F;952 Joseph Throughway;Munith;MI;49259;2523;Geophysicist/field seismologist;1988-03-21;9ec599db2ec4ecd2b3c6818bb18854ea;1352851266;41.448005;-84.902466;0
2019/11/15;00:00:17;30546453310167;fraud_Brekke and Sons;gas_transport;73.52;Nicholas;Tran;M;672 Randall Burg Suite 551;Belmont;NH;3220;7430;Scientist, research (medical);1955-01-13;09d504d5e6582f8d5ddd586f7555ab80;1352937617;44.031361;-70.994422;0
2019/11/16;00:00:22;630412733309;fraud_Rodriguez Group;gas_transport;56.01;Heather;Stanton;F;445 Jerry Lights Apt. 081;Republic;MI;49879;1038;Armed forces training and education officer;1964-04-22;24839165ae8cdcf9dbc42abf17a71c93;1353024022;45.71703;-88.880797;0
2019/11/17;00:00:16;180084576295055;fraud_Stanton, Jakubowski and Baumbach;shopping_net;446.88;David;Kirby;M;133 Alyssa Plains;Lolita;TX;77971;911;Archaeologist;1970-01-18;c9939eef0065006dd55390a9fcbb3000;1353110416;29.293824;-96.114182;0
2019/11/18;00:00:31;4358137750029944984;fraud_Kutch LLC;gas_transport;59.98;Dawn;Stephens;F;91542 Marissa Shores Apt. 053;Oran;IA;50664;53;Sports administrator;1972-10-05;478102b521ba5528bbe67d2c2ea3a1a8;1353196831;42.587089;-91.088812;0
2019/11/19;00:01:19;4452366298769043;fraud_Prohaska-Murray;gas_transport;88.8;Linda;Davis;F;6602 Ortiz Pine Apt. 179;Blooming Grove;TX;76626;1563;Financial adviser;1978-03-04;043130564f25775701e744941db0ab32;1353283279;31.600065999999998;-97.38826999999999;0
2019/11/20;00:00:13;213141712584544;fraud_Adams, Kovacek and Kuhlman;grocery_net;38.74;Margaret;Curtis;F;742 Oneill Shore;Florence;MS;39073;19685;Fine artist;1984-12-24;0ea14c9e83048dac31f39b3f8acab502;1353369613;32.187776;-90.55142099999999;0
2019/11/21;00:00:13;3565414434959494;fraud_Fisher Inc;shopping_net;271.41;Ryan;Arnold;M;2056 Michael Wells Apt. 348;Prairie Creek;IN;47869;137;Materials engineer;1967-03-12;e4371be680bac4b39621bd27a104399f;1353456013;39.003733000000004;-88.117547;0
2019/11/22;00:00:17;4410582919485061752;fraud_Cartwright-Harris;grocery_pos;79.46;David;Cole;M;7955 Allen Orchard Apt. 336;Springfield;GA;31329;9034;Therapist, occupational;1969-03-02;658f205a8d06c4cf201b20fa31f3047f;1353542417;33.110687;-81.907735;0
2019/11/23;00:00:02;4328928491302401;fraud_Lind, Huel and McClure;gas_transport;79.26;Margaret;Ray;F;927 Cummings Manor Suite 318;Greendale;WI;53129;13973;Logistics and distribution manager;1981-05-06;6404f637740726518186f8e95b442767;1353628802;43.733470000000004;-88.06484499999999;0
2019/11/24;00:00:04;180047222886866;fraud_Friesen-D'Amore;gas_transport;72.23;Christine;Shaffer;F;14017 Thomas Plaza;Loami;IL;62661;1213;English as a foreign language teacher;1991-04-22;e8379b39c20dace8aa4653657c6129bc;1353715204;39.452465000000004;-89.462142;0
2019/11/25;00:00:05;4716561796955522;fraud_Kling Inc;gas_transport;42.59;Lauren;Anderson;F;11014 Chad Lake Apt. 573;Heart Butte;MT;59448;743;Water engineer;1972-05-04;8f43f3a49a5b9bbae5ddbf291dda84d8;1353801605;47.44234;-112.86938500000001;0
2019/11/26;00:00:04;4423489490781412;fraud_Fisher Inc;shopping_net;1.03;Christopher;Ortega;M;5045 Emily Wall;Princeton;IA;52768;1426;Agricultural consultant;1957-03-06;60e4bf0e55b1867e44c1342870b319c6;1353888004;42.060283;-90.679188;0
2019/11/27;00:00:58;3540075240003197;fraud_Morissette, Weber and Wiegand;grocery_net;52.63;Christian;Johns;M;892 Solis Neck;Lonsdale;MN;55046;5211;Chief Strategy Officer;1987-01-27;44ccb208afe7391b683ed652bf7150e5;1353974458;43.687138;-92.76881;0
2019/11/28;00:00:02;3591919803438423;fraud_Durgan-Auer;misc_net;735.85;Brian;Williams;M;32941 Krystal Mill Apt. 552;Titusville;FL;32780;54767;Set designer;1987-07-25;ae6ec78397c835ddd1a9601660080229;1354060802;27.880409000000004;-81.54733399999999;0
2019/11/29;00:02:31;581686439828;fraud_Koepp-Witting;grocery_pos;94.81;Larry;House;M;911 Sabrina Trafficway;Cochranton;PA;16314;5507;Retail merchandiser;1973-07-28;3a29eb0c20942be6d81de98e3ec31334;1354147351;42.163852;-79.896618;0
2019/11/30;00:00:07;3506592072985012;fraud_Dicki Ltd;grocery_net;24.43;Randy;Murphy;M;0356 Sarah Light;Ballwin;MO;63021;92608;Engineer, communications;2001-07-26;3871e297398bf097e0110179b1df3265;1354233607;38.932602;-89.82851;0
2019/12/01;00:00:10;4933461930348832;fraud_Ruecker Group;misc_net;2.5;Richard;Carter;M;5097 Martin Ridges;Minneapolis;MN;55403;1022298;Chemical engineer;1976-09-29;7ef496a209b7ade6dcd92123236f3fcd;1354320010;45.824168;-92.76052;0
2019/12/02;00:00:02;30541100351706;fraud_Kunze Inc;grocery_pos;45.08;Derrick;George;M;575 Chapman Union;Spring;TX;77379;316665;Education officer, museum;1990-09-12;917e766e42e7782072a91336ef059aca;1354406402;30.002098999999998;-95.567402;0
2019/12/03;00:00:05;375848982312810;fraud_Schmidt and Sons;shopping_net;8.19;Dale;Smith;M;25036 Contreras Turnpike Suite 270;Purmela;TX;76566;258;Web designer;1943-12-15;1ee9febb08af9772d9ddb467c8cca30b;1354492805;32.444781;-97.708696;0
2019/12/04;00:00:08;4344955088481397;fraud_Smith-Stokes;misc_pos;33.51;Christopher;Rodgers;M;30587 Fox Shores Apt. 627;Fenelton;PA;16034;2054;Communications engineer;1976-09-29;97ef11bcefe55b722a5b05c27c7e8a9a;1354579208;39.953711;-79.277847;0
2019/12/05;00:01:44;378278619832195;fraud_Wintheiser, Dietrich and Schimmel;misc_pos;51.29;Mary;Mcintyre;F;77921 Costa Villages;Eugene;OR;97403;191096;Scientist, physiological;1964-04-06;a6aaa6e9bd008f343ce6eec0805b7217;1354665704;44.430756;-122.158988;0
2019/12/06;00:00:03;3593118134380341;fraud_Cummings LLC;gas_transport;81.38;Laura;Casey;F;6114 Moran Way;Steuben;ME;4680;1131;Make;1959-05-10;280527c1d5fe0d8c327816553700eb28;1354752003;43.593508;-68.940164;0
2019/12/07;00:00:14;630424987505;fraud_Flatley-Durgan;misc_net;8.76;Jennifer;Black;F;2870 Bean Terrace Apt. 756;Thomas;WV;26292;836;Forensic psychologist;1981-08-29;033edc2a948978ef7dbb86c618712d24;1354838414;38.811288;-79.63738199999999;0
2019/12/08;00:00:10;374656033243756;fraud_Flatley-Durgan;misc_net;2.55;David;Lewis;M;1499 Michael Rue;Arlington;VA;22213;207410;Mudlogger;1984-07-03;11d2beb9222516ba14f42d668a65ac62;1354924810;38.640792;-78.01604499999999;0
2019/12/09;00:00:11;180046165512893;fraud_Jenkins, Hauck and Friesen;gas_transport;92.56;Erica;Walker;F;084 Holmes Avenue Suite 206;Stayton;OR;97383;9587;Engineer, biomedical;1968-03-24;f5e590daac843743d527cdb9f1505a2c;1355011211;43.827617;-123.296419;0
2019/12/10;00:00:26;378006354724784;fraud_Bashirian Group;shopping_net;85.64;Christopher;Matthews;M;433 John Heights Apt. 849;Etlan;VA;22719;395;Senior tax professional/tax inspector;1982-01-07;d5a0b657a07a420a9e597424426be323;1355097626;38.875532;-77.769091;0
2019/12/11;00:00:35;36192615525683;fraud_Kerluke, Kertzmann and Wiza;misc_net;3.4;Susan;Garcia;F;582 Rodriguez Wells;Albuquerque;NM;87109;641349;Civil Service administrator;1976-04-11;e7453efa8be5a12ec4819f840e0a89a6;1355184035;35.009203;-106.138908;0
2019/12/12;00:01:13;2288813824604479;fraud_Gutmann Ltd;grocery_net;42.55;Barbara;Norman;F;6278 Stephanie Unions;New York City;NY;10039;1577385;Herbalist;1981-08-29;a1eaa51ea63512d9eff608e841b7dded;1355270473;40.76386;-72.95095500000001;0
2019/12/13;00:01:13;3561963695236764;fraud_Miller-Hauck;grocery_pos;108.66;Michael;Lee;M;7915 Dawn Roads Apt. 544;Shelter Island;NY;11964;1858;Clinical biochemist;1984-03-03;9945be60ccd1c3886fab850b46ddefe4;1355356873;40.933941;-72.549605;0
2019/12/14;00:00:05;36722699017270;fraud_Eichmann, Bogan and Rodriguez;gas_transport;67.55;Jessica;Perez;F;8172 Robertson Parkways Suite 072;Superior;AZ;85173;2872;Petroleum engineer;1987-10-28;926ddb244cf3b6eb6d0c01770c0a08e8;1355443205;33.207475;-110.86126599999999;0
2019/12/15;00:00:08;3525590521269779;fraud_Hackett-Lueilwitz;grocery_pos;41.79;Scott;Fuller;M;861 Karen Common;Haw River;NC;27258;6006;Paramedic;1984-07-20;7bbfbc66254e71284b6a2e3401227876;1355529608;35.805881;-79.801633;0
2019/12/16;00:00:18;573860193545;fraud_Rodriguez Group;gas_transport;39.66;Cristian;Jones;M;0423 Kirby Field Suite 623;Wilmette;IL;60091;27020;Trade mark attorney;1986-07-23;1bb5d6ef93d41d1fdaf2f68d5e3b2289;1355616018;41.804204;-87.14832;0
2019/12/17;00:01:06;6554245334757802;fraud_Greenholt, O'Hara and Balistreri;shopping_net;13.97;Monique;Robinson;F;07712 Marcus Divide Apt. 831;Laguna Hills;CA;92637;45303;Sales executive;1969-12-22;f8bdda1c52f9e1495f92341415873360;1355702466;33.266375;-116.72734799999999;0
2019/12/18;00:01:16;180067784565096;fraud_Romaguera, Cruickshank and Greenholt;shopping_net;1.82;Mary;Juarez;F;35440 Ryan Islands;North Prairie;WI;53153;2328;Applications developer;1942-01-06;93a35d802e396c75cffb9ea13c343902;1355788876;43.593644;-89.00138000000001;0
2019/12/19;00:00:35;2383461948823908;fraud_Tillman, Fritsch and Schmitt;misc_net;7.59;Patrick;Vaughan;M;651 Miller Common;Parsonsfield;ME;4047;1892;Audiological scientist;1956-03-02;13300229d1e0e7f45ff72741491eb52a;1355875235;43.442256;-70.133198;0
2019/12/20;00:00:50;2713913904780408;fraud_Kerluke, Considine and Macejkovic;misc_net;74.85;Jacqueline;Howard;F;4511 Choi Lock;Delhi;LA;71232;6581;Multimedia programmer;1964-02-13;a0b188a5ee2c51477c8a3a8b592c6fcb;1355961650;32.245315999999995;-91.611593;0
2019/12/21;00:00:17;213175487106448;fraud_Gleason-Macejkovic;shopping_net;3.32;Diane;Jackson;F;682 Mills Way Apt. 814;Rule;TX;79548;932;Physicist, medical;1954-12-10;86da91c33417f9f6572854b4514c14f4;1356048017;32.712731;-100.419966;0
2019/12/22;00:00:15;36192615525683;fraud_Maggio-Fahey;misc_pos;1.01;Susan;Garcia;F;582 Rodriguez Wells;Albuquerque;NM;87109;641349;Civil Service administrator;1976-04-11;85d2900ffd40347f04eac842a79fe04e;1356134415;35.746276;-107.522874;0
2019/12/23;00:00:03;6011681934117244;fraud_Koepp-Parker;grocery_pos;149.89;Kaitlyn;Newman;F;098 Stewart Hill;Slayden;TN;37165;70;Prison officer;1956-06-22;787a8674e83cbdac49a5ccd874cfc331;1356220803;35.403975;-87.71208299999999;0
2019/12/24;00:00:08;346208242862904;fraud_Stark-Batz;entertainment;36.06;Tabitha;Reyes;F;20938 Barbara Viaduct;New York City;NY;10280;1577385;Pharmacist, hospital;1961-05-13;73fae1a35dd8adcb359418ff5d5561ff;1356307208;40.423756;-74.738878;0
2019/12/25;00:00:39;60416207185;fraud_Durgan-Auer;misc_net;7.57;Mary;Diaz;F;9886 Anita Drive;Fort Washakie;WY;82514;1645;Information systems manager;1986-02-17;a343d736554533d821af47bb45c25688;1356393639;43.141164;-108.19758999999999;0
2019/12/26;00:00:51;639023984367;fraud_Heller-Langosh;gas_transport;34.07;Destiny;Lowe;F;79472 Stevens Trace Apt. 120;Hannawa Falls;NY;13647;69;Chief Executive Officer;1991-06-05;77df9d2b975323d6277ee6684ed84b1c;1356480051;44.638306;-75.345362;0
2019/12/27;00:00:00;4239436242473;fraud_Zieme, Bode and Dooley;gas_transport;117.44;James;Leon;M;826 Benjamin Stravenue;Alexandria;VA;22311;321490;Scientist, biomedical;1991-10-04;02a130033866fc84b9c9921534ed9764;1356566400;38.410201;-77.620163;0
2019/12/28;00:00:12;4239552724014407;fraud_Armstrong, Walter and Gottlieb;food_dining;53.61;Carl;Hernandez;M;9134 Darryl Flat Suite 916;Paulding;OH;45879;6284;Secondary school teacher;1936-03-27;e610002cce0a8df12422268a1e51ba29;1356652812;41.225549;-83.73769200000001;0
2019/12/29;00:00:09;6517217825320610;fraud_Barton Inc;grocery_pos;115.08;James;Reese;M;26975 Richardson Mills Apt. 402;Sontag;MS;39665;1196;Librarian, academic;1958-06-11;e145bbc2937f997705d7ee17348f9b77;1356739209;31.575659;-89.56920799999999;0
2019/12/30;00:00:31;5596347693144598;fraud_Balistreri-Nader;misc_pos;1.89;Joseph;Moody;M;5901 Foster Pine;Kenner;LA;70062;68211;Engineer, petroleum;1941-04-23;4f6f740795b5c02303fe26803edeea93;1356825631;30.86448;-89.55445999999999;0
2019/12/31;00:00:22;3546674063249004;fraud_Dach-Borer;grocery_net;42.55;Jordan;May;M;1626 Susan Course;Aledo;TX;76008;13602;Optometrist;1984-07-05;5289d5808667f743bfd6900a9dcf548a;1356912022;31.836562;-97.806422;0
2020/01/01;00:00:57;2286236465059468;fraud_Kunde-Sanford;misc_net;9.13;Morgan;Murray;F;2788 Brittney Island;Blairstown;MO;64726;467;Agricultural consultant;1950-05-27;59e089f4b553f5d7ce7a37235dd40a98;1356998457;37.928457;-94.266468;0
2020/01/02;00:00:25;3533800906065217;fraud_Beier-Hyatt;shopping_pos;7.03;Amber;Thornton;F;840 Werner Lock Apt. 852;Campbell;NE;68932;493;Surveyor, minerals;1940-09-13;df82b7e5b82eec33cc7fc6f94f97e790;1357084825;40.619665999999995;-99.10584300000001;0
2020/01/03;00:00:16;6593250708747804;fraud_Dickinson Ltd;misc_pos;100.23;Melissa;Meza;F;244 Abbott Parkway;Loxahatchee;FL;33470;26551;Paramedic;1977-01-04;d4ed5bbbd93adf3f711c68faa9649ef1;1357171216;27.625867;-79.46687800000001;0
2020/01/04;00:00:58;676118385837;fraud_Erdman-Kertzmann;gas_transport;48.11;Katelyn;Wise;F;674 Maureen Summit Apt. 276;Scotts Mills;OR;97375;1252;Engineer, petroleum;1937-02-06;6cf58563c55dd1eeabe687cada0a11ec;1357257658;45.450316;-123.139423;0
2020/01/05;00:00:13;4512828414983801773;fraud_Heidenreich PLC;grocery_pos;88.34;Monica;Cohen;F;864 Reynolds Plains;Uledi;PA;15484;328;Tree surgeon;1983-07-25;556996acf8f0d33ac63f6d4f847b774b;1357344013;39.010453000000005;-79.827935;0
2020/01/06;00:00:21;4488258847705225890;fraud_Morissette PLC;shopping_pos;7.44;Jessica;Shaw;F;5745 Blair Locks;West Columbia;SC;29170;52126;Chemical engineer;1929-08-23;d24c923b8ed807365b57303798acc236;1357430421;33.969553000000005;-80.99044;0
2020/01/07;00:01:09;4908846471916297;fraud_Barton Inc;grocery_pos;211.34;Lauren;Torres;F;03030 White Lakes;Grandview;TX;76050;5875;Radiographer, therapeutic;1992-07-24;4229cb21fb53860bb73e5a04453c48d5;1357516869;32.341436;-96.441772;0
2020/01/08;00:00:20;4092452671396169678;fraud_Kuhn LLC;shopping_pos;3.12;Jeffrey;Vargas;M;478 Alexandria Mount;Bolton;NC;28423;2290;Engineer, biomedical;1945-12-07;307758e95e4710aaa60f125fed1ed804;1357603220;35.256332;-78.450135;0
2020/01/09;00:00:41;6011552879910390;fraud_Roberts-Beahan;misc_pos;35.26;Robert;Long;M;529 Joshua Knoll Apt. 511;Lonetree;WY;82936;49;Research scientist (physical sciences);1981-07-05;51d2e0c2a8c7cb50195e359e5edd176e;1357689641;41.011567;-109.653838;0
2020/01/10;00:00:01;4129767952109660;fraud_Schultz, Simonis and Little;grocery_pos;103.74;Cheryl;Ballard;F;248 James Squares Apt. 838;Halstad;MN;56548;771;Scientist, audiological;1972-06-14;406faf0b8750ba911ba878f387f7cc9a;1357776001;48.182282;-97.752493;0
2020/01/11;00:00:38;4328928491302401;fraud_Murray-Smitham;grocery_pos;195.39;Margaret;Ray;F;927 Cummings Manor Suite 318;Greendale;WI;53129;13973;Logistics and distribution manager;1981-05-06;0efa96df7a3b091bc4e102f94d249595;1357862438;43.772299;-87.19815200000001;0
2020/01/12;00:01:27;371985236239474;fraud_Schaefer, McGlynn and Bosco;gas_transport;84.59;Benjamin;Martin;M;0495 Baker Manors;Oriskany Falls;NY;13425;1970;Programmer, multimedia;1949-06-09;47f65881d20b1b4cde5529d15f35a0d8;1357948887;41.981832;-76.098743;0
2020/01/13;00:01:25;4957924165498;fraud_Schumm, Bauch and Ondricka;grocery_pos;111.54;Alan;Parsons;M;0547 Russell Ford Suite 574;Kirk;CO;80824;207;Network engineer;1955-12-04;f99ca94ba94a23f67cf861dcbbf3a6a1;1358035285;39.258054;-103.28657199999999;0
2020/01/14;00:00:16;6011724471098086;fraud_Torp-Lemke;misc_pos;13.65;Ann;Lawson;F;144 Evans Islands Apt. 683;Burbank;WA;99323;3684;Musician;1981-11-29;13c4a3df57a007022c5ad1ecdb0683fd;1358121616;46.616096999999996;-117.999996;0
2020/01/15;00:01:19;5501083170975659;fraud_Vandervort-Funk;grocery_pos;96.35;Wayne;Payne;M;587 Bradley Inlet Suite 281;Cuyahoga Falls;OH;44223;47772;Equities trader;1966-01-04;770caca793da840a4bf7f2d820211dbf;1358208079;41.899164;-82.10696300000001;0
2020/01/16;00:01:47;630425673344;fraud_Kerluke-Abshire;shopping_net;6.1;Bryan;Miller;M;411 Laurie Fords;Cass;WV;24927;365;Special effects artist;1970-03-14;4e91774223e6897466bff5e226e85bac;1358294507;37.57039;-79.302441;0
2020/01/17;00:00:16;4040099974063068803;fraud_Towne, Greenholt and Koepp;shopping_net;103.07;Jeffrey;Lewis;M;24255 Bryan Square;Palermo;ND;58769;229;Administrator;1983-03-20;c72637bb570913269706ed8f5d6e88f5;1358380816;49.267708;-102.649725;0
2020/01/18;00:00:51;4239552724014407;fraud_Halvorson Group;misc_pos;203.66;Carl;Hernandez;M;9134 Darryl Flat Suite 916;Paulding;OH;45879;6284;Secondary school teacher;1936-03-27;12764347454dcc73b6bf0f258ac7216d;1358467251;40.245959;-83.66780200000001;0
2020/01/19;00:00:01;3576431665303017;fraud_Ortiz Group;grocery_net;78.66;Jessica;Ward;F;72269 Elizabeth Field Apt. 132;Phoenix;AZ;85020;1312922;Contractor;1981-10-24;95d41e72567658db202c647f0db4016e;1358553601;32.758602;-112.268549;0
2020/01/20;00:01:29;345832460465610;fraud_Stiedemann Inc;misc_pos;5.71;Jason;Mcmahon;M;6385 Donald Square Suite 429;Springfield;VA;22151;104396;Production engineer;1950-11-20;8596baf5f43f8542c5998e0a577e71da;1358640089;38.553137;-76.219341;0
2020/01/21;00:02:00;6011581063717667;fraud_Berge LLC;gas_transport;51.21;Jerry;Perkins;M;3867 Susan Corners Apt. 883;Brashear;MO;63533;805;Private music teacher;1970-06-27;ef68ab6a776554dc2a6125c647e12b25;1358726520;39.740843;-93.037762;0
2020/01/22;00:00:40;4469777115158234880;fraud_Lockman, West and Runte;grocery_pos;72.61;Gregory;Graham;M;4005 Dana Glens;Methuen;MA;1844;47249;Market researcher;1980-11-22;ebd44117136048540b5511be39e701e2;1358812840;42.630327;-72.138716;0
2020/01/23;00:00:37;502012776709;fraud_Schmeler, Bashirian and Price;shopping_net;2.94;Sherry;Martinez;F;144 Yu Locks Apt. 754;Garrattsville;NY;13342;165;Naval architect;1945-09-20;4ea96c16ec0bc9aac748046c87d51f6d;1358899237;42.813758;-74.686868;0
2020/01/24;00:02:41;2383461948823908;fraud_Bruen-Yost;misc_pos;2.8;Patrick;Vaughan;M;651 Miller Common;Parsonsfield;ME;4047;1892;Audiological scientist;1956-03-02;76a3deca8f8db491ff2dc94a6b4801ef;1358985761;44.428531;-71.007676;0
2020/01/25;00:00:19;4651007077623147;fraud_Baumbach, Feeney and Morar;shopping_net;168.84;Andrea;Lewis;F;43075 Cohen Shoals;Ashford;WA;98304;759;Video editor;1956-09-14;e2c28acd12168584a20ca7243c4fd4c0;1359072019;47.370336;-122.616192;0
2020/01/26;00:00:18;375974680629816;fraud_Cummerata-Jones;gas_transport;61.96;Roberta;Mccarthy;F;94431 Matthew Mall Suite 296;Plymouth;CT;6782;2376;Herpetologist;1973-04-06;a8c82e83a78926968174e425132294e5;1359158418;40.718477;-73.939513;0
2020/01/27;00:01:06;3583635130604947;fraud_Skiles-Ankunding;grocery_net;53.41;Crystal;Gamble;F;899 Michele View Suite 960;Philadelphia;PA;19149;1526206;Structural engineer;1985-01-01;bc1b25ecd77b52394bd8b8daee660c19;1359244866;40.370736;-75.836606;0
2020/01/28;00:00:18;4736845434667908128;fraud_Roberts-Beahan;misc_pos;9.84;Toni;Gomez;F;062 Carl Dam;Altona;NY;12910;2148;Surveyor, land/geomatics;1953-05-23;a058b2b0393e4c593f66c8cd639ddd34;1359331218;44.331589;-73.441142;0
2020/01/29;00:06:57;30234966027947;fraud_Flatley-Durgan;misc_net;26.08;Matthew;Lambert;M;7188 Melissa Crest Apt. 151;New Holstein;WI;53061;5196;Child psychotherapist;1978-01-22;3bb357d8039984a192990864294cb3fe;1359418017;44.363495;-88.190647;0
